DATE,VISITOR,VISITOR_PTS,HOME,HOME_PTS,WINNER,HOME_NRtg,HOME_DRtg,HOME_ORtg,HOME_DRB%,HOME_SRS,HOME_MOV,HOME_PACE,VISITOR_NRtg,VISITOR_DRtg,VISITOR_ORtg,VISITOR_DRB%,VISITOR_SRS,VISITOR_MOV,VISITOR_PACE,HOME_LAST_SEASON_W%,VISITOR_LAST_SEASON_W%,HOME_GAME,AWAY GAME,HOME_W%,VISITOR_W%,HOME_B2B,VISITOR_B2B,HOME_W%_AT_HOME,VISITOR_W%_ON_ROAD,HOME_LAST_20,VISITOR_LAST_20
2018-10-16,PHI,87,BOS,105,1,4.4,107.8,112.2,77.0,3.9,4.44,99.6,2.6,110.0,112.6,78.6,2.25,2.7,101.6,0.6707317073170732,0.6341463414634146,1,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
2018-10-16,OKC,100,GSW,108,1,6.4,109.5,115.9,77.1,6.42,6.46,100.9,3.3,107.0,110.3,78.2,3.56,3.4,102.8,0.7073170731707317,0.5853658536585366,1,0,0.0,0.0,0,0,0.0,0.0,0.5,0.5
2018-10-17,MIL,113,CHO,112,0,-1.1,112.5,111.4,77.1,-1.32,-1.1,98.7,8.6,105.2,113.8,80.3,8.04,8.87,103.3,0.43902439024390244,0.5365853658536586,1,0,0.0,0.0,0,0,0.0,0.0,0.5,0.5
2018-10-17,BRK,100,DET,103,1,-0.2,109.2,109.0,78.7,-0.56,-0.24,97.4,-0.1,109.7,109.6,76.4,-0.4,-0.07,100.8,0.47560975609756095,0.34146341463414637,1,0,0.0,0.0,0,0,0.0,0.0,0.5,0.5
2018-10-17,MEM,83,IND,111,1,3.4,106.5,109.9,76.2,2.76,3.33,98.1,-2.7,108.8,106.1,77.6,-2.08,-2.6,96.6,0.5853658536585366,0.2682926829268293,1,0,0.0,0.0,0,0,0.0,0.0,0.5,0.5
2018-10-17,MIA,101,ORL,104,1,0.8,108.1,108.9,79.7,0.28,0.71,98.1,-0.3,107.6,107.3,77.6,-0.45,-0.23,98.2,0.3048780487804878,0.5365853658536586,1,0,0.0,0.0,0,0,0.0,0.0,0.5,0.5
2018-10-17,ATL,107,NYK,126,1,-9.2,113.7,104.5,76.1,-8.93,-9.21,99.6,-5.8,113.9,108.1,76.4,-6.06,-6.02,103.9,0.35365853658536583,0.2926829268292683,1,0,0.0,0.0,0,0,0.0,0.0,0.5,0.5
2018-10-17,CLE,104,TOR,116,1,6.0,107.1,113.1,77.1,5.49,6.09,100.2,-9.9,117.6,107.7,77.0,-9.39,-9.61,96.6,0.7195121951219512,0.6097560975609756,1,0,0.0,0.0,0,0,0.0,0.0,0.5,0.5
2018-10-17,NOP,131,HOU,112,0,4.8,110.7,115.5,74.4,4.96,4.77,97.9,-1.2,112.6,111.4,76.8,-1.1,-1.33,103.3,0.7926829268292683,0.5853658536585366,1,0,0.0,0.0,0,0,0.0,0.0,0.5,0.5
2018-10-17,MIN,108,SAS,112,1,1.7,111.2,112.9,79.4,1.8,1.68,98.3,-1.5,112.9,111.4,74.9,-1.02,-1.5,100.2,0.573170731707317,0.573170731707317,1,0,0.0,0.0,0,0,0.0,0.0,0.5,0.5
2018-10-17,UTA,123,SAC,117,0,-1.1,111.5,110.4,75.5,-0.81,-1.12,103.1,5.2,105.7,110.9,80.3,5.28,5.26,100.3,0.32926829268292684,0.5853658536585366,1,0,0.0,0.0,0,0,0.0,0.0,0.5,0.5
2018-10-17,DEN,107,LAC,98,0,0.9,111.5,112.4,76.0,1.09,0.85,101.7,4.1,108.9,113.0,78.0,4.19,3.95,97.7,0.5121951219512195,0.5609756097560976,1,0,0.0,0.0,0,0,0.0,0.0,0.5,0.5
2018-10-17,DAL,100,PHO,121,1,-9.2,115.1,105.9,72.5,-8.61,-9.34,100.5,-1.3,110.7,109.4,77.5,-0.87,-1.28,99.0,0.25609756097560976,0.2926829268292683,1,0,0.0,0.0,0,0,0.0,0.0,0.5,0.5
2018-10-18,CHI,108,PHI,127,1,2.6,110.0,112.6,78.6,2.25,2.7,101.6,-8.4,113.2,104.8,77.3,-8.32,-8.41,99.0,0.6341463414634146,0.32926829268292684,1,0,0.0,0.0,0,0,0.0,0.0,0.5,0.5
2018-10-18,MIA,113,WAS,112,0,-2.8,113.9,111.1,74.1,-3.3,-2.9,101.4,-0.3,107.6,107.3,77.6,-0.45,-0.23,98.2,0.524390243902439,0.5365853658536586,1,0,0.0,0.0,0,1,0.0,0.0,0.5,0.5
2018-10-18,LAL,119,POR,128,1,4.2,110.5,114.7,77.9,4.43,4.2,99.1,-1.7,109.5,107.8,76.4,-1.33,-1.72,103.2,0.5975609756097561,0.4268292682926829,1,0,0.0,0.0,0,0,0.0,0.0,0.5,0.5
2018-10-19,CHO,120,ORL,88,0,0.8,108.1,108.9,79.7,0.28,0.71,98.1,-1.1,112.5,111.4,77.1,-1.32,-1.1,98.7,0.3048780487804878,0.43902439024390244,1,0,1.0,0.0,0,0,1.0,0.0,0.5,0.5
2018-10-19,NYK,105,BRK,107,1,-0.1,109.7,109.6,76.4,-0.4,-0.07,100.8,-9.2,113.7,104.5,76.1,-8.93,-9.21,99.6,0.34146341463414637,0.35365853658536583,1,0,0.0,1.0,0,0,0.0,0.0,0.5,0.5
2018-10-19,ATL,117,MEM,131,1,-2.7,108.8,106.1,77.6,-2.08,-2.6,96.6,-5.8,113.9,108.1,76.4,-6.06,-6.02,103.9,0.2682926829268293,0.2926829268292683,1,0,0.0,0.0,0,0,0.0,0.0,0.5,0.5
2018-10-19,CLE,123,MIN,131,1,-1.5,112.9,111.4,74.9,-1.02,-1.5,100.2,-9.9,117.6,107.7,77.0,-9.39,-9.61,96.6,0.573170731707317,0.6097560975609756,1,0,0.0,0.0,0,0,0.0,0.0,0.5,0.5
